grdiname,site,expt,layer,GPS Latitude Coordinate (N),GPS Longitude Coordinate (W),MeanAnnTempC,MeanAnnPrecipMM
ILC45_20160701_1C3E_31M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_32M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_33M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_34M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_35M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_36M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_41M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_42M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_43M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_44M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_45M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_46M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_51M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_52M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_53M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_54M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_55M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_56M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_61M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_62M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_63M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_64M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_65M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C3E_66M,ILC45,1C3E,Mineral,47.69326,83.58954,1.7,797
NZC85_20160701_2C3E_S1B,NZC85,2C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S1B,NZC85,4C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S1B,NZC85,6C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S1B,NZC85,8C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_14C3E_S1B,NZC85,14C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S2B,NZC85,2C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S2B,NZC85,4C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S2B,NZC85,6C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S2B,NZC85,8C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_13C3E_S2B,NZC85,13C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S3B,NZC85,2C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S3B,NZC85,4C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S3B,NZC85,6C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S3B,NZC85,8C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_12C3E_S3B,NZC85,12C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S4B,NZC85,2C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S4B,NZC85,4C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S4B,NZC85,6C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S4B,NZC85,8C3E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_9C3E_S4B,NZC85,9C3E,Moss,47.6358,83.24617,1.7,797
ILC45_20160701_2C3E_S1B,ILC45,2C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S1B,ILC45,4C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S1B,ILC45,6C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S1B,ILC45,8C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S1B,ILC45,15C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S2B,ILC45,2C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S2B,ILC45,4C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S2B,ILC45,6C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S2B,ILC45,8C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S2B,ILC45,15C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S3B,ILC45,2C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S3B,ILC45,4C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S3B,ILC45,6C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S3B,ILC45,8C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S3B,ILC45,15C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S4B,ILC45,2C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S4B,ILC45,4C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S4B,ILC45,6C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S4B,ILC45,8C3E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S4B,ILC45,15C3E,Moss,47.69326,83.58954,1.7,797
NZC85_20160701_2C3E_S1O,NZC85,2C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S1O,NZC85,4C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S1O,NZC85,6C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S1O,NZC85,8C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S1O,NZC85,15C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S2O,NZC85,2C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S2O,NZC85,4C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S2O,NZC85,6C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S2O,NZC85,8C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S2O,NZC85,15C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S3O,NZC85,2C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S3O,NZC85,4C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S3O,NZC85,6C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S3O,NZC85,8C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S3O,NZC85,15C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S4O,NZC85,2C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S4O,NZC85,4C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S4O,NZC85,6C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S4O,NZC85,8C3E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S4O,NZC85,15C3E,Organic,47.6358,83.24617,1.7,797
ILC45_20160701_2C3E_S1O,ILC45,2C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S1O,ILC45,4C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S1O,ILC45,6C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S1O,ILC45,8C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S1O,ILC45,15C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S2O,ILC45,2C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S2O,ILC45,4C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S2O,ILC45,6C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S2O,ILC45,8C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S2O,ILC45,15C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S3O,ILC45,2C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S3O,ILC45,4C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S3O,ILC45,6C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S3O,ILC45,8C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S3O,ILC45,15C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S4O,ILC45,2C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S4O,ILC45,4C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S4O,ILC45,6C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S4O,ILC45,8C3E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S4O,ILC45,15C3E,Organic,47.69326,83.58954,1.7,797
NZC85_20160701_2C3E_S1M,NZC85,2C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S1M,NZC85,4C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S1M,NZC85,6C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S1M,NZC85,8C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S1M,NZC85,15C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S2M,NZC85,2C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S2M,NZC85,4C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S2M,NZC85,6C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S2M,NZC85,8C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S2M,NZC85,15C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S3M,NZC85,2C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S3M,NZC85,4C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S3M,NZC85,6C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S3M,NZC85,8C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S3M,NZC85,15C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_2C3E_S4M,NZC85,2C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_4C3E_S4M,NZC85,4C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_6C3E_S4M,NZC85,6C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_8C3E_S4M,NZC85,8C3E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_15C3E_S4M,NZC85,15C3E,Mineral,47.6358,83.24617,1.7,797
ILC45_20160701_2C3E_S1M,ILC45,2C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S1M,ILC45,4C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S1M,ILC45,6C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S1M,ILC45,8C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S1M,ILC45,15C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S2M,ILC45,2C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S2M,ILC45,4C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S2M,ILC45,6C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S2M,ILC45,8C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S2M,ILC45,15C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S3M,ILC45,2C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S3M,ILC45,4C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S3M,ILC45,6C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S3M,ILC45,8C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S3M,ILC45,15C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_2C3E_S4M,ILC45,2C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_4C3E_S4M,ILC45,4C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_6C3E_S4M,ILC45,6C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_8C3E_S4M,ILC45,8C3E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_15C3E_S4M,ILC45,15C3E,Mineral,47.69326,83.58954,1.7,797
NZC85_20160701_1C1E_11B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_11O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_11M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_15B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_15O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_15M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_23B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_23O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_23M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_31B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_31O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_31M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_35B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_35O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_35M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_43B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_43O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_43M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_51B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_51O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_51M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_55B,NZC85,1C1E,Moss,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_55O,NZC85,1C1E,Organic,47.6358,83.24617,1.7,797
NZC85_20160701_1C1E_55M,NZC85,1C1E,Mineral,47.6358,83.24617,1.7,797
ILC45_20160701_1C1E_11B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_11O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_11M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_15B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_15O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_15M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_23B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_23O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_23M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_31B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_31O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_31M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_35B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_35O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_35M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_43B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_43O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_43M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_51B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_51O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_51M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_55B,ILC45,1C1E,Moss,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_55O,ILC45,1C1E,Organic,47.69326,83.58954,1.7,797
ILC45_20160701_1C1E_55M,ILC45,1C1E,Mineral,47.69326,83.58954,1.7,797